Title,Info,tel,Company1
Bertling Logistics Algeria,"Cité URBA 2000, Bat. 28, 1st Floor. Oue...",,ali.bekacem@bertling.com
El Anfal Tour,"Boulevard Houari Boumédiène,Tebessa,Algé...",037 51 64 15 / 0553 20 07 09 / 0671 71 77 77,elanfal_tour2011@yahoo.fr
Planète Tours,"04 bis, rue Ait Boudjemaa.Chéraga,Alger,...",021 36 28 11 / 0783 26 73 82 / 0541 07 00 55 / 0799 61 08 68,idir.abed@hotmail.com
KTH / Kadri Tourisme et Hotellerie,"75 cité Japonaise,Ouled Yaich,Blida,Algé...",0770 99 99 91 / 0770 99 99 92,contact@kthotels.com
Mekki Brahim / Complexe Touristique El M...,"Bouzedjar,Ain Temouchent,Algérie",0559 01 17 33 / 0771 93 50 55,mekkibrahim45@yahoo.fr
Four Points By Sheraton / Oran,Boulevard du 19 mars. Route des Falaise...,041 59 02 59 / 041 59 02 60,reservationfp.oran@fourpoints.com
Bernaoui Asfar,"Hai Yamine,Pos52,Résidence Morjdane,Bir...",041 71 62 07 / 0549 69 18 66,ageyasmine2014@gmail.com
Ulysse Voyages,"279 Parc Ben Omar.Kouba,Alger,Algérie",023 70 17 65 / 0560 97 73 65,ulysse.voyage@hotmail.com
Hôtel Chenoua,"Rue Des Galets Chenoua Plage,Tipaza,Algé...",0796 91 21 18,chenoua.hotel@gmail.com
Hôtel Murastaga,"Mazagran,Mostaganem,Algérie",045 42 01 25 / 045 42 01 26 / 045 42 01 27,murustaga.hotel@gmail.com
CTC / Chefa Trade Company,Ferme Camps 2 Lot 9 villa N°06 Belle Vue...,023 71 95 24,contact@ctc-algerie.com
Transit Khalef Sidex,"11 et 14, boulevard Zighout Youcef 2ème...",021 73 69 05,sidexkhalef@yahoo.fr
Bejaia Logistique,Zone Industrielle Ahrik.Ighzer Amokrane....,034 33 28 85,bl@bejaialogistique.com
GATMA / Groupe Algérien Maritime,"17, rue Rakouba Abdelkader.Hussein Dey,A...",,gatma@gatma.dz
AFLT / Algeria Facility Logistics and Tr...,"29, rue Ahmed Chérifi .Kouba,Alger,Algér...",021 47 05 49 / 021 47 05 52 / 021 47 05 57,contact@aflt-dz.com
Al Marlines / Algerian Maritime Lines,"Hôtel Sheraton,10, Boulevard Emir Abdelk...",041 36 19 82 / 041 59 03 10 / 0560 20 02 15 / 0560 20 02 16 / 0560 20 02 17,info@almarlines.com
Ibn Battuta Travel Services,"54, avenue du 5 juillet.Barika,Batna,Alg...",033 39 33 50 / 0771 05 00 43,ibnbattutatravel@yahoo.fr
Azhari Travel / Biskra,"Avenue Hakim Saadane. Cité El Badr,Biskr...",033 53 11 41 / 0663 45 25 97 / 0771 57 73 06 / 0560 96 04 84,info@azharitravel.com
Imene Voyage et Tourisme,"Cité 169 logts, bt 3.El Alia nord,Biskra...",0696 77 08 09 / 0770 55 67 83,imenetour38@yahoo.fr
Ena Tours,"Complexe ville des roses. Ouled Yaich,Bl...",0550 59 63 41 / 0770 48 98 04,ena.tours@yahoo.fr
Fadia Tours,"34, boulevard Emir Abdelkader.Boufarik,B...",0550 59 74 96 / 0550 47 15 41,fadia_agence@yahoo.fr
Mitidja Tours,"Avenue Ben Boulaid, bt D 1, n°26,Blida,A...",025 30 61 69 / 0770 90 20 20 / 0555 88 72 15 / 0550 64 58 46,mitidjatourism@yahoo.fr
Nadjah Travel Agency / Bouira,"Promotion n°48.Bouabdellah,Bouira,Algéri...",026 72 00 66 / 0560 00 37 54 / 0560 00 37 56,info@najahtravel.com
Numedia Voyages / Tizi Ouzou,"Gare routière 10 ème étage,Tizi Ouzou,Al...",0770 43 74 21 / 0770 39 60 51,
2D Voyage et Tourisme,"13 RUE NADJI MOHAMED Sidi M'hamed,Alger...",023 51 97 71 / 0556 86 47 87 / 0665 93 82 34,agence2d@netcourrier.com
Agence Adjoua de Voyage et Tourisme,"112,rue Saidi Ahmed, lido.Bordj el Kiff,...",023 97 43 84 / 0560 90 75 93 / 0560 90 75 33,agence.adjoua@gmail.com
Agence du Squar,"03, rue Ali Boumendjel.Casbah,Alger,Algé...",0661 47 03 58 / 0550 39 94 07,a.squar@railtransit-dz.com
Al Wathik Voyages,"Coopérative immobilière El Amel, lotisse...",0552 93 07 63 / 0550 13 33 14,alwathikvoyages@yahoo.fr
Aures Tours,"19, chemin El Bekri .Ben Aknoun,Alger,Al...",021 91 61 29 / 021 91 61 31 / 021 91 61 32 / 0661 51 84 12,aures.tours@live.fr
Avenir Travel,"Lotissement Zoubir .Bir Mourad Rais,Alge...",021 56 27 04 / 0651 69 53 07 / 0661 11 70 20 / 0561 69 53 08,contact@avenir-travel.com
Badr Travel Services / Alger,"10, rue Nacèra Nounou.Belcourt.Sidi M'ha...",023 51 94 65 / 0661 69 25 53,badrtravel10@hotmail.com
Bechket Tour,"Lot 493, Beau lieu.Oued Smar,Alger,Algér...",023 93 85 78 / 0549 50 08 48 / 0675 91 96 75 / 0556 71 09 98,bechkettours@yahoo.fr
Numidien Hôtel,Quartier des Orangers(route du stade) Ha...,023 85 80 92 / 023 85 80 93 / 023 85 80 97 / 023 85 80 98 / 023 85 80 99 / 023 85 81 01 / 023 85 81,contact@numidien-hotel.com
Al Awali Tourisme et Voyage,"Cité 150 Logts,Batna,Algérie",033 27 19 97 / 0560 05 44 95 / 0561 62 70 91,alwalivoyages@gmail.com
El Mithak Services Voyages,Cité Ben Dali Bey.Dergana.Bordj El Kiffa...,023 94 03 76 / 0551 12 53 56 / 0552 29 50 66 / 0552 29 50 66,elmithak.voyages@gmail.com
Labaik Travel And Tourism,"Rue Kadac.Rouiba,Alger,Algérie",0560 92 47 18 / 0560 09 80 98,by.labaikvoyages@gmail.com
Prima Tours,"Bois des Cars II, lot A, Dely Ibrahim,Al...",023 30 84 18 / 0552 10 95 12 / 0561 23 76 97,primatoursdz@yahoo.fr
Benchetta Voyages,Centre Commercial Malysia.Cité Bounechad...,036 82 83 80 / 0555 01 98 91,riadhbenchetta.voyages@gmail.com
Sidi El Kbir Voyage,"Cité 222 logements, bt 5.Belkacem El Oua...",025 22 61 78 / 0560 26 47 67,sek_voyages@yahoo.fr
Zoom Travel,"39, rue Mohamed Ouazen.Bordj El Kiffan,A...",023 80 00 80 / 0556 66 44 44,zoom_travel@hotmail.fr
Royal Jordanian Airlines,"2 a 11 niveau 108 Riadh El Feth,Alger,Al...",021 67 56 22 / 0671 19 57 26 / 021 67 69 72,rabah.abid@rj.com
Joumana Tourisme et Voyages,"55, rue Said Boukhrissa.El Maabouda,Seti...",036 74 30 10 / 0555 29 87 77 / 0550 60 99 07,joumana_tours@yahoo.fr
Corafa Amroune & Cie / Skikda,"2, rue Mahmoud Bouzebra,Skikda,Algérie",038 75 55 29 / 038 75 73 95 / 038 75 54 73 / 0661 33 04 35,corafaskikda@yahoo.fr
Hôtel de la Soummam,"10, rue Chebouti Seddik,Bejaia,Algérie",034 10 94 03 / 0775 64 12 31,soummamhotelbejaia@gmail.com
Grand Hôtel Moderne,"07, rue de la Liberté,Alger,Algérie",021 71 83 58 / 021 73 78 62,aitchaalal.tarek@gmail.com
Hôtel des Etrangers,"01, rue Ali Boumendjel Square Port Saïd,...",021 74 55 39,
Hôtel d'Europe et Terminus,"02, rue Rachid Ksentini,Alger,Algérie",021 73 78 17 / 021 73 78 18,
Abimou Trust Voyage,"Cour Aissat Idir Bt A, local n°38/39.El...",023 72 05 46 / 0770 14 13 55 / 0770 66 87 40 / 0770 66 95 20 / 0770 66 074 50,redayb2@gmail.com
Al Azzema Travels,"N°24 route Nationale, n°24.Dely Ibrahim,...",023 24 16 50 / 0560 99 96 17,info@alazzematravel.com
Awtane Tourisme & Voyage,"Rue du 1er Novembre, n°11,locale 08.Regh...",023 84 73 53 / 0558 49 27 22 / 0780 95 32 70 / 0673 13 52 33,awtandz@gmail.com
Anywhere Tours / Karnak,Cité 202 Logts Local L No 5 Bt 11 Ain Na...,023 45 81 58 / 0554 25 5 21 / 0662 89 73 74 / 0555 10 07 13,contact@anywhere-tours.com
Azdif Voyages,"Promotion Zehda, bt D, n°13 (600 logts),...",0555 86 93 33,azdifvoyages@gmail.com
Barani Voyages,"01,rue tijani el hadi annaba .beausèjou...",0797 44 91 64 / 0542 90 97 02,baranivoyages@yahoo.com
Blondel Tourisme Voyages,Résidence Djenene El Bey.N°93 RTE SERAID...,0696 88 32 58 / 0555 27 58 48,blondelvoyages@gmail.com
Batonia Travel,"Cité 1602 logts Mokhtar Zerhouni, Lot 02...",021 89 99 69 / 0560 17 96 75 / 0554 86 05 27 / 0542 57 19 62,batoniatravel@gmail.com
Bled Voyages,"40, rue Kadouse locale n°2.Birkhadem,Alg...",023 23 07 47 / 0552 93 90 21 / 0668 38 44 71,bled.voyages@gmail.com
Gherbi Travels,"42 Rue tella Ahcene Chéraga,Alger,Algéri...",0550 41 87 78 / 0561 40 97 18,gherbi.travels@hotmail.com
Agence Cirrus Voyages,"Route nationale n°1.Grignard bt A1, A01,...",023 57 12 80 / 0560 90 00 80 / 0560 90 05 01 / 0560 90 05 02,cirrusvoyages@gmail.com
Colibri Voyages & Tourisme,"15, Rue Petite Provence. Sidi Yahia – Hy...",0770 29 18 20 / 0553 96 64 26,contact@colibri-voyages.dz
Compétence Voyage,Haouch Attar Coopérative El Amel Local N...,0560 97 70 36 / 0560 97 70 37 / 0560 97 70 38,competencevoyage@gmail.com
Correct Tourisme et Voyages,"06, place Emir Abdelkader.Chéraga,Alger,...",0552 10 73 96 / 0559 58 69 87,correct.tours@gmail.com
Doyouf Errahmane Travel Agency,"Rue Mohamed Issad.08 Mouzaia,Blida,Algér...",025 24 93 48 / 0770 32 61 35 / 0770 68 46 58,doyouf.voyage@gmail.com
Educational Travel Services,"30,rue Mohamed Hadj Ahmed,Alger,Algérie",023 48 06 25 / 0540 06 06 01,educational.travelservices@gmail.com
Chetoui Voyages,"Cité 1200 logts.Bt B a, n°2.Bab Ezzouar,...",023 88 41 04 / 0559 55 20 00 / 0773 14 00 10 / 0550 96 20 90,voyageschetoui@yahoo.fr
Evasion Voyages,"139, boulevard Krim Belkacem.Télémly,Alg...",021 74 69 24 / 0554 73 55 44,evasion.voyages@hotmail.fr
Guest Travel Services,"Cité Les Vergers, Bt N°15, local A.Bir M...",023 55 03 51 / 0560 05 84 03 / 0551 37 47 16,guest.travel.services@gmail.com
Get Away Travel,182 lot Zemmouri chemin des Crêtes .Drar...,023 33 01 92 / 0555 18 56 06,getawaytravel@hotmail.com
Ilaf Travel Agency,"02, route de Saoula.Draria,Alger,Algérie",021 35 52 74 / 0661 14 49 32 / 0558 93 72 16,alaoui@tattwir.com
Rabie Asfar,"23 CITE 400 LOGTS Tixeraine,Alger,Algéri...",023 53 32 06 / 0770 32 05 32 / 0770 32 05 31,printempsvoyages.dz@gmail.com
Lalla Baya Voyages,"99, rue Emir Khaled.Bologhine,Alger,Algé...",0555 91 29 72 / 0790 55 80 20 / 0555 39 01 45 / 0772 71 11 06,lalla.baya.voyages@gmail.com
MV / Michelet Voyage,"Larbi Saada n°6, local B.Bir Mourad Rais...",023 54 04 18 / 0541 85 04 02 / 0553 06 87 17 / 0655 89 46 77,micheletvoyage@gmail.com
Go Wide World,"02 Rue Tella Ahcen .Chéraga Alger,Alger,...",023 22 40 82 / 023 32 28 09 / 0770 11 21 04,opdz@mygo.pro
MB Voyages & Events,"Sise 1001 log N° 04 hai El badr. Kouba,S...",0559 06 47 55 / 0549 02 66 32 / 0668 01 17 01,mb-voyages-events@outlook.fr
My guide Travel & Tours,"49, Route National N. 01Bir Mourad Rais,...",021 54 04 05 / 0560 07 08 52 / 0560 07 08 54,myguidett@yahoo.fr
New Sun Travel,"23 rue El Qods. Chéraga,Alger,Algérie,16...",021 37 30 64 / 0540 01 95 95 / 0540 01 95 66 / 0549 06 71 69 / 0540 01 95 65,nst.algerie@gmail.com
Palmarium Voyages et Tourisme,"63 Boulvardd Bougara el biar,Alger,Algér...",023 37 80 46 / 0770 49 13 49 / 0770 17 50 94,palmariumtravel@gmail.com
Polytours,"59, boulevard Krim Belkacem.Telemly,Alge...",021 64 46 44 / 0550 09 87 89,info@poly-tours.com
Zahia Voyage,Hai Ibn Roched n°57.point du jour,0560 26 08 90 / 0560 23 00 68 / 0555 87 71 55,zahiavoyage@gmail.com
Rotana Tourisme et Voyages,"153 Rue Hassiba Ben Bouali,Alger,Algérie",021 67 46 86 021 67 45 95 / 0560 54 94 11 / 0659 83 17 83,rotana.tourism@gmail.com
Votre Voyages,02 Rue La Fontaine & 13 Rue gonod El Bia...,021 92 50 99 / 0561 44 93 79 / 0771 20 73 53 / 0552 45 22 76,contact@votrevoyage-dz.com
Sublime Travel,Cité les Dunes Lot 419 Local 2.Bouzed Al...,023 22 64 08 / 0551 64 11 18,sublime.travel.dz@gmail.com
Sun Summer Travel,"11, route Dely Ibrahim,Alger,Algérie",023 30 65 05 / 0550 46 01 14 / 0550 37 40 17 / 0770 62 52 18,info@sst-dz.com
Terra Nova Travel,"Cité des 21 lgts, chemin Mackeley .Ben A...",021 94 66 69 / 023 38 10 86 / 0559 57 94 88,terranovatravel@yahoo.fr
Tour d'y Voir,"10 Rte de Sebala,DRARIA,Alger,Algérie",021 31 09 15 / 0770 27 48 20 / 0798 92 60 69 / 0661 21 32 15,tyv@tyv.travel
Valley Of Travel,Cité 1200 Logts Res. Essaada. Bab Ezzoua...,023 88 44 81 / 0555 06 11 79,vot.alg@gmail.com
Village des Voyages,"Lot Alioua Fodil .Chéraga,Alger,Algérie",023 36 69 98 / 0556 26 08 87,vdv.algerie@gmail.com
Youcef Tourisme & Voyages,"Cité El Amel .Ain Beida,Oum El Bouaghi,A...",032 67 70 08 / 0560 35 47 03,youcefvoyages@yahoo.fr
Quik Tour,"RUE MUSTAPHA KHALEF El Biar,Alger,Algéri...",021 92 06 02 / 0770 49 45 83 / 0561 17 31 07,contact@quicktouralgerie.com
Youmid Tour,"Lot J01, n°32 .Jolie Vue.Kouba,Alger,Al...",023 61 18 90 / 0554 19 19 12 / 0560 02 24 05,youmidtour@outlook.com
AZ Hôtel / Zeralda ****,"09, route de Mahelma. Zeralda,Alger,Algé...",023 32 55 89 / 0554 51 66 32 / 0554 51 82 21 / 0554 51 80 91,reservation@azhotels.dz
AZ Hôtel / Kouba,"11, rue Mohamed Rabia route Kouba,Alger,...",021 77 73 73 / 0554 51 75 92,reservation.kouba1@azhotels.dz
AZ Hôtel / Vague d'Or ****,"11, chemin de Palm Beach .Staoueli,Alger...",023 20 14 28 / 023 20 14 29 / 0554 51 90 65,reservation.palmbeach@azhotels.dz
AZ Hôtel / Vieux Kouba ****,"Lotissement Boiri, 16 rue El Hadj Aoukil...",021 46 11 77 / 0554 51 99 23,reservationvieuxkouba@azhotels.dz
Hôtel Djenane Malek,"Bouhdi Timimoun .BP 51,Adrar,Algérie",0560 00 61 88 / 0561 68 69 01,djenanemalek@gmail.com
Hôtel Hani,"Cité Segna, lot 1 n°317. Bab Ezzouar,Alg...",,brahim.ganoun@hotel-hani.dz
Djemila Voyages / Jijel,"Cité EPLF, bt 01, local 02.Plage Jijel,J...",034 47 12 09 / 0676 31 51 51,djemilavoyagejijel@yahoo.fr
GISELLE Voyage,"48 Avenu 1 Novembre 1954,Jijel,Algérie",034 49 71 71 / 0561 71 21 38 / 0561 71 20 40,gisellecontact@gmail.com
Hôtel Les Emeraudes,"Tassoust Emir Abdelkader,Jijel,Algérie",047 21 99 882 / 0662 16 41 12 / 0661 33 52 59,zakaria.terha@gmail.com
Hôtel La Résidence,"Rue Zighout Youcef,Jijel,Algérie",034 49 56 17 / 0560 40 23 37,
Hôtel Le Rocher Noir,"Timizert El Aouana,Jijel,Algérie",034 58 42 55,complex.rocher.noir@gmail.com
Hôtel Bassorah,"Rue du 1er novembre,Jijel,Algérie",034 49 79 79 / 034 47 30 06,
Hôtel Taghrast,"03, rue Si El Houas,Jijel,Algérie",034 47 79 79 / 034 47 76 76,hotel_taghrast@yahoo.fr
Atmane Shipping & Ports Services,"Cité 112 logements Bt 04 la plage,Jijel,...",0661 33 07 88 / 0558 25 80 45,shipping@aspsagency.com
EGPP / Entreprise de Gestion des Ports &...,"Port de pêche Djendjen,Jijel,Algérie",034 54 21 64,communication@djendjen-port.com
Marmedsa Bemarine / Jijel,"Cité Arid Ahcène, bt 02, n°03,Jijel,Algé...",0770 91 61 75,opsdzdje@marmedsabemarine.com
Amethyste Travel,"N°11, cité des 84 logements,Batna,Algéri...",0550 89 41 41 / 0660 49 14 14,amethystetravel@gmail.com
Marjolaine Travel Services,"38, rue Thaghaste,Annaba,Algérie,23000",038 40 33 12 / 0542 19 14 52,marjolaine_travel@yahoo.fr
Globe Trotter Service,"1 cité Akacha Mohamed.El Khroub,Constant...",0770 35 79 43,seraouimohamedramzi@gmail.com
Numidia Travel Service / Batna,"1 bt des Enseignants, Cité camp,Batna,Al...",033 85 60 42 / 0662 91 01 75 / 0660 46 84 16,numidia.batna@gmail.com
Fly Voyages,"Rue des frères Tabet,Bejaia,Algérie",034 81 17 85 / 0771 31 10 10 / 0770 60 31 51 / 0770 60 31 52,info.flyvoyage@gmail.com
Sirius Star Travel,"Cité 112 logts, bt 5/1.quartier Seghir,B...",034 12 60 21 / 0555 54 91 36,siriustrav@gmail.com
Ouassim Voyages,"Cité Sorepin, bt 30, local n°6. El Khrou...",0661 30 76 25 / 0676 45 12 27,ouassimvoyages@gmail.com
Bicha Voyages / Constantine,"UV 5, bt C/8 Ali Mendjel, nouvelle ville...",031 95 72 01 / 0557 20 03 88 / 0542 61 76 62 / 0540 04 77 04 / 0557 48 07 08 / 0661 97 39 69,bicha.voyages25@yahoo.fr
Nouvelle Ere Tourisme Et Voyages,"44,rue Benmeliek Abderahmen,Constantine,...",031 93 28 43 / 0668 14 10 98 / 0557 12 02 22 / 0550 34 14 14,nouvelere@gmail.com
Rama Tours & Travel,"7 bis A, rue Debah Louiza.Bab El Kantara...",031 88 50 10 / 0561 01 63 83 / 0699 50 22 30,ramatours@live.fr
Naili Tour,"Cité Bel Ombrage en face Jardin liberté,...",027 92 34 76 / 0550 87 87 96 / 0670 00 35 51 / 0550 47 19 83,nailitour.djelfa@gmail.com
123 Travel Algeria,"Centre commercial local 11.Tghawsa,Ghard...",029 28 56 92 / 0557 33 48 77 / 0665 15 15 95 / 0775 09 34 73 / 0658 95 95 96,info@123traveldz.com
Forsane El Arab,"Cité Ezahir 300 logts,M'sila,Algérie,280...",035 35 15 39 / 035 35 14 80 / 0665 77 42 32 / 0771 30 81 49,foursane.elarab@gmail.com
Sakiet Errom Travel,"02 coop Elzouhour .Ain M'lila,Oum El Bou...",032 52 40 97 / 0553 21 51 55 / 0550 47 79 90,contact@se-tr.com
Pal Tours,"Cité Fadila Saddane, n°1.Hassi Messaoud,...",029 74 40 56 / 029 74 40 53 / 0661 24 47 48 / 0660 48 29 36 / 0660 50 21 76 / 0660 64 32 01,reservation@paltours-dz.com
Wahiba Tours,"Cité El Amel ex Hydra.,Oum El Bouaghi,Al...",032 56 50 68 / 0661 44 91 70 / 0669 33 30 00,wahiba.tours@yahoo.fr
El Achour Voyages,"Promo immobilier Aissaoui.Cité Hachemi,S...",036 52 70 66 / 0555 62 55 68,elachourvoyages@yahoo.fr
El Mahroussa Voyages et Tourisme,"Cité Dubai 20 Août 1955.El Eulma,Setif,A...",036 76 16 46 / 0661 38 95 47 / 0552 30 94 00,el.mahroussa.voyages.tourisme@gmail.com
Sitifis Tourisme et voyages,"6, rue Rekaif Ali,Setif,Algérie",036 82 67 26 / 0555 84 42 52 / 0770 86 29 63,sitifis_tours@hotmail.fr
Groupe Riadh Benchetta,Cité Bounechada Centre commercial Malysi...,036 82 83 78 / 0560 04 67 32 / 0560 04 67 31,riadhbenchetta.voyages@gmail.com
Osmor Tour,"Cité Yahia Fares,Tebessa,Algérie,12000",0665 73 27 92,osmortour@yahoo.fr
Le Voyage du Coeur,"30, bd Krim Belkacem.Telemly.Alger Centr...",021 63 74 83 / 0557 52 27 93 / 0552 65 85 27,voyageducoeur@gmail.com
Nadjah Travel / Laghouat,"Cité Ben Sahnoun,Laghouat,Algérie,03000",029 11 68 05 / 0662 24 73 73 / 0560 10 90 82,nadjahtravellaghouat@hotmail.com
Agence Boumadjen Tourisme et Voyages,"Cité Plaine Ouest stade Safsaf local 3,A...",0773 55 81 13,Boumadjen.tours@hotmail.com
Aquarium Travel et Services,"18, rue Saouli Abdelkader,Annaba,Algérie",038 40 14 36 / 0555 28 84 94,aquarium_ts@yahoo.com
Bouna Travel Services,"Cité Zaafrania bt 1, bloc 2/59,Annaba,Al...",038 40 05 52 / 0559 17 35 28 / 0661 32 38 45 / 0661 86 68 63,btsannaba@gmail.com
Compus Voyages,"Cité plaine Ouest des 1028 logts, bt 27/...",038 41 61 60 / 0771 66 67 39 / 0561 67 20 24 / 0561 66 97 67,campusvoyages@yahoo.fr
Emad Tourisme et Voyages,"6, rue Prosper Dubourg,Annaba,Algérie",038 45 16 16 / 0550 55 54 09,emad_tours@yahoo.fr
Malek Tours / Annaba,Cité des 1028 logts Plaine Ouest bloc 10...,038 41 54 32 / 0771 11 08 55 / 0669 90 15 98,malektour@hotmail.com
Melodie Voyages,"57 bd Souidani Boudjemaa,Annaba,Algérie",038 44 92 40 / 0552 46 54 05 / 0661360066,melodietourisme@yahoo.fr
Ikram Catering,"Zone industrielle Hassi Messaoud,Ouargla...",029 74 95 77 / 0555 54 70 99 / 0661 30 21 34,cateringikram@gmail.com
HPS / Hassi Prestations Services,Cité Mohamed El Aid Al Khalifa.Hassi Mes...,0660 46 96 74 / 0661 45 34 68,admin@eurlhps.com
Winbel Catering,Zone industrielle Hassi Messaoud. Toumi...,0770 38 91 63,commercial@winbel-catering.com
UCS / Universal Catering Services,44A site du lycée Abdelmoumene.Rouiba,0661 98 72 15 / 0661 74 97 80,ucscatering@gmail.com
Incotrans Transit Ouahmed,"41, rampe du port,Bejaia,Algérie,06000",034 16 75 55 / 034 16 83 71 / 0555 03 00 48,contact@incotrans-ouahmed.com
Ijdagh Tour / Complexe Touristique,"Hassi Miloud,Ouargla,Algérie",029 70 60 79 / 0770 27 10 47 / 0661 50 17 19,halimiogx@gmail.com
Stora Hôtel,"1, centre commercial Stora,Skikda,Algéri...",038 75 55 14 / 0770 60 47 86 / 0770 60 47 91,stora.hotel@yahoo.fr
Complexe Touristique Beau Rivage,"Centre ville Zelfana,Ghardaia,Algérie,47...",029 26 40 49 / 029 26 40 50 / 0770 71 00 85,beaurivage.zelfana@gmail.com
Hôtel Rym Benkhalifa Amar Et Fils,"136, avenue du 1er Novembre,Ghardaia,Alg...",029 23 37 20 / 029 23 30 73 / 0668 40 75 51,bkrymtour@yahoo.fr
MILTREX,"14, cité Belhadj Zouaghi,Constantine,Alg...",0770 66 43 40 / 0550 45 60 69,contact@miltrexalgerie.com
EBE / Ets Benmir Elmir,"Cité 1850 logts.Hassi Messaoud,Ouargla,A...",0660 45 39 85 / 0555 64 32 82,etsebe30service@gmail.com
MD Express,"8, coop immo, local 8.El Bouchra.Mohamma...",021 53 60 67 / 0561 67 06 75,contact@md-express.net
Darya Shipping Agency / Bejaia,"1,impasse Moulla Beau Marchais,Bejaia,Al...",034 10 95 99 / 0661 30 83 06 / 0560 02 39 85,daryashipping2007@hotmail.fr
Gabis Transit,"2, rue des frères Taguelmint,Bejaia,Algé...",034 12 93 35 / 0555 04 45 78,gabistransit@gmail.com
Transit Manseur & Fils,"2, rue Ahmed Ougana,Bejaia,Algérie,06000",034 12 92 22 / 0550 59 91 17 / 0550 59 91 11,transitmanseurmourad@yahoo.fr
Eridouane Transit,"22, rue Hassiba Ben Bouali,Alger,Algérie...",021 73 60 71 / 0550 43 48 39 / 0553 19 16 87 / 0661 68 40 08,rb.transit@yahoo.fr
Tousir Transit,"13 Chemin des Crêtes .Hydra,Alger,Algéri...",021 60 14 00 / 0555 04 27 20 / 0661 59 62 49,transit_tousir@yahoo.fr
TRANSACT,"Cité Soummam, Bt 1A/3 . Bab Ezzouar,Alge...",0661 63 33 14 / 0770 58 60 22,eurltransactalgerie@gmail.com
Transit Beldjilali,Zone USTO.Coop Mustapha Adnane Bordj Cen...,041 82 95 18 / 0781 23 26 38 / 0551 01 33 71,transit.beldjilali@yahoo.fr
SOTRAV,"Bd Mohamed Khemisti,El Oued,Algérie",032 11 27 27 / 0770 97 98 49,sotrav@gmail.com
Zerroug Transport,"123, cité Massinissa. El Khroub,Constant...",031 77 95 19 / 0661 30 32 53 / 0560 66 24 12,eurlzerrougtransport@gmail.com
TMF Logistics / Transport de Marchandise...,"Zone d'activité Taharacht.Akbou,Bejaia,A...",034 19 62 72 / 034 19 62 75 / 034 19 62 69 / 0661 84 62 39,contact@tmf-logistics.com
Transit Action,"27, avenue Pasteur,Alger,Algérie,16000",021 64 24 91,contact@transitaction.net
Mars Logistique,"Coopérative El Feth, n°05, ilot c3.Moham...",021 54 15 41 / 021 56 27 67 / 0550 69 11 17,commercial@marslogistique.com
SNTR AGS,Zone industrielle Rouiba Bp 16013.Rouiba...,023 87 38 49 / 023 87 38 52 / 023 85 00 89,
SNTR SASPS,"Lot n°10, zone industrielle Oued Semar,A...",021 51 11 97,
SNTR Transport,"27, rue des Trois Frères Bouadou. Bir M...",023 54 21 81 / 023 54 21 82,
Copre Sud,"5, chemin El Bekri.Ben Aknoun,Alger,Algé...",023 37 51 20 / 0560 05 66 36 / 0770 50 12 55,n.halassa@copresud.com
Marmedsa Bemarine / Alger,"54, lotissement AV Khodejat et djeld .Le...",023 54 40 66,info@marmedsabemarine.com
AS Travel / All Seasons Travel,Coopérative immobilier Dar El Bahdja n°1...,023 36 32 75 / 0673 17 25 79,seasontravel16@gmail.com
Heziel Voyages,"Cité Gharbia Laghouat 1er Novembre,Lagho...",029 13 22 09 / 0662 81 30 71 / 0770 24 08 15,heziel-m@hotmail.com
El Mizharia,"Rue Belsaadi Abdelkader .Khemis Miliana,...",027 56 16 43 / 0666 15 56 11 / 0556 73 13 04,mizhariavoyages@outlook.fr
Air France,"Hôtel El Aurassi , niveau A .Alger Centr...",021 98 04 00,info@airfrance.dz
Egypt Air,"08, rue Didouche Mourad. Alger Centre,Al...",021 64 43 56,algeria_to@egyptair.com
ISSA / International Services and Shippi...,"23, avenue frères Amrane .Bp 172 Rp,Beja...",034 16 75 46 / 034 16 75 44,issabejaia@yahoo.fr
Abdellioui Abdelmadjid,"Commune de Nechmaya,Guelma,Algérie",037 19 45 23 / 0555 00 31 88,relais21@gmail.com
Ferhi Travaux Publics,"Cité Benherga N°201,Guelma,Algérie",037 15 24 39 / 0661 36 20 20,Snc_ferhi@yahoo.fr
